Train_name,Station_name,Arrive_time,Departure_time,direction
1,Tiantongyuanbei,----,5:20,1
1,Songjiazhuang,6:05,----,1
2,Tiantongyuanbei,#VALUE!,5:28,1
2,Songjiazhuang,6:13,#VALUE!,1
3,Tiantongyuanbei,#VALUE!,5:36,1
3,Songjiazhuang,6:21,#VALUE!,1
4,Tiantongyuanbei,#VALUE!,5:44,1
4,Songjiazhuang,6:29,#VALUE!,1
5,Tiantongyuanbei,#VALUE!,5:52,1
5,Songjiazhuang,6:37,#VALUE!,1
6,Tiantongyuanbei,#VALUE!,6:00,1
6,Songjiazhuang,6:45,#VALUE!,1
7,Tiantongyuanbei,#VALUE!,6:08,1
7,Songjiazhuang,6:53,#VALUE!,1
8,Tiantongyuanbei,#VALUE!,6:16,1
8,Songjiazhuang,7:01,#VALUE!,1
9,Tiantongyuanbei,#VALUE!,6:24,1
9,Songjiazhuang,7:09,#VALUE!,1
10,Tiantongyuanbei,#VALUE!,6:32,1
10,Songjiazhuang,7:17,#VALUE!,1
11,Tiantongyuanbei,#VALUE!,6:40,1
11,Songjiazhuang,7:25,#VALUE!,1
12,Tiantongyuanbei,#VALUE!,6:48,1
12,Songjiazhuang,7:33,#VALUE!,1
13,Tiantongyuanbei,----,6:56,1
13,Songjiazhuang,7:41,#VALUE!,1
14,Tiantongyuanbei,#VALUE!,7:04,1
14,Songjiazhuang,7:49,#VALUE!,1
15,Tiantongyuanbei,#VALUE!,7:10,1
15,Songjiazhuang,7:55,#VALUE!,1
16,Tiantongyuanbei,#VALUE!,7:16,1
16,Songjiazhuang,8:01,#VALUE!,1
17,Tiantongyuanbei,#VALUE!,7:22,1
17,Songjiazhuang,8:07,#VALUE!,1
18,Tiantongyuanbei,#VALUE!,7:28,1
18,Songjiazhuang,8:13,#VALUE!,1
19,Tiantongyuanbei,#VALUE!,7:34,1
19,Songjiazhuang,8:19,#VALUE!,1
20,Tiantongyuanbei,#VALUE!,7:40,1
20,Songjiazhuang,8:25,#VALUE!,1
21,Tiantongyuanbei,#VALUE!,7:46,1
21,Songjiazhuang,8:31,#VALUE!,1
22,Tiantongyuanbei,#VALUE!,7:52,1
22,Songjiazhuang,8:37,#VALUE!,1
23,Tiantongyuanbei,#VALUE!,7:58,1
23,Songjiazhuang,8:43,#VALUE!,1
24,Tiantongyuanbei,#VALUE!,8:04,1
24,Songjiazhuang,8:49,#VALUE!,1
25,Tiantongyuanbei,#VALUE!,8:10,1
25,Songjiazhuang,8:55,#VALUE!,1
26,Tiantongyuanbei,#VALUE!,8:16,1
26,Songjiazhuang,9:01,#VALUE!,1
27,Tiantongyuanbei,#VALUE!,8:22,1
27,Songjiazhuang,9:07,#VALUE!,1
28,Tiantongyuanbei,#VALUE!,8:28,1
28,Songjiazhuang,9:13,#VALUE!,1
29,Tiantongyuanbei,#VALUE!,8:34,1
29,Songjiazhuang,9:19,#VALUE!,1
30,Tiantongyuanbei,#VALUE!,8:40,1
30,Songjiazhuang,9:25,#VALUE!,1
31,Tiantongyuanbei,#VALUE!,8:46,1
31,Songjiazhuang,9:31,#VALUE!,1
32,Tiantongyuanbei,#VALUE!,8:52,1
32,Songjiazhuang,9:37,#VALUE!,1
33,Tiantongyuanbei,#VALUE!,8:58,1
33,Songjiazhuang,9:43,#VALUE!,1
34,Tiantongyuanbei,#VALUE!,9:04,1
34,Songjiazhuang,9:49,#VALUE!,1
35,Tiantongyuanbei,#VALUE!,9:12,1
35,Songjiazhuang,9:57,#VALUE!,1
36,Tiantongyuanbei,#VALUE!,9:20,1
36,Songjiazhuang,10:05,#VALUE!,1
37,Tiantongyuanbei,#VALUE!,9:28,1
37,Songjiazhuang,10:13,#VALUE!,1
38,Tiantongyuanbei,#VALUE!,9:36,1
38,Songjiazhuang,10:21,#VALUE!,1
39,Tiantongyuanbei,#VALUE!,9:44,1
39,Songjiazhuang,10:29,#VALUE!,1
40,Tiantongyuanbei,#VALUE!,9:52,1
40,Songjiazhuang,10:37,#VALUE!,1
41,Tiantongyuanbei,#VALUE!,10:00,1
41,Songjiazhuang,10:45,#VALUE!,1
42,Tiantongyuanbei,#VALUE!,10:08,1
42,Songjiazhuang,10:53,#VALUE!,1
43,Tiantongyuanbei,#VALUE!,10:16,1
43,Songjiazhuang,11:01,#VALUE!,1
