Train_name,Station_name,Arrive_time,Departure_time,direction
1,Tiantongyuanbei,----,5:20,1
1,Songjiazhuang,6:05,----,1
2,Tiantongyuanbei,#VALUE!,6:00,1
2,Songjiazhuang,6:45,#VALUE!,1
3,Tiantongyuanbei,#VALUE!,6:40,1
3,Songjiazhuang,7:25,#VALUE!,1
4,Tiantongyuanbei,#VALUE!,7:20,1
4,Songjiazhuang,8:05,#VALUE!,1
5,Tiantongyuanbei,#VALUE!,8:00,1
5,Songjiazhuang,8:45,#VALUE!,1
6,Tiantongyuanbei,#VALUE!,8:40,1
6,Songjiazhuang,9:25,#VALUE!,1
7,Tiantongyuanbei,#VALUE!,9:20,1
7,Songjiazhuang,10:05,#VALUE!,1
8,Songjiazhuang,----,5:20,0
8,Tiantongyuanbei,6:05,----,0
9,Songjiazhuang,#VALUE!,6:00,0
9,Tiantongyuanbei,6:45,#VALUE!,0
10,Songjiazhuang,#VALUE!,6:40,0
10,Tiantongyuanbei,7:25,#VALUE!,0
11,Songjiazhuang,#VALUE!,7:20,0
11,Tiantongyuanbei,8:05,#VALUE!,0
12,Songjiazhuang,#VALUE!,8:00,0
12,Tiantongyuanbei,8:45,#VALUE!,0
13,Songjiazhuang,#VALUE!,8:40,0
13,Tiantongyuanbei,9:25,#VALUE!,0
14,Songjiazhuang,#VALUE!,9:20,0
14,Tiantongyuanbei,10:05,#VALUE!,0
