Train_name,Station_name,Arrive_time,Departure_time,direction
1,Tiantongyuanbei,----,5:20,1
1,Songjiazhuang,6:05,----,1
2,Tiantongyuanbei,#VALUE!,6:20,1
2,Songjiazhuang,7:05,#VALUE!,1
3,Tiantongyuanbei,#VALUE!,7:00,1
3,Songjiazhuang,7:45,#VALUE!,1
4,Tiantongyuanbei,#VALUE!,7:40,1
4,Songjiazhuang,8:25,#VALUE!,1
5,Tiantongyuanbei,#VALUE!,8:20,1
5,Songjiazhuang,9:05,#VALUE!,1
6,Tiantongyuanbei,#VALUE!,9:00,1
6,Songjiazhuang,9:45,#VALUE!,1
7,Tiantongyuanbei,#VALUE!,10:00,1
7,Songjiazhuang,10:45,#VALUE!,1
8,Tiantongyuanbei,#VALUE!,11:00,1
8,Songjiazhuang,11:45,#VALUE!,1
9,Tiantongyuanbei,#VALUE!,12:00,1
9,Songjiazhuang,12:45,#VALUE!,1
10,Tiantongyuanbei,#VALUE!,13:00,1
10,Songjiazhuang,13:45,#VALUE!,1
11,Tiantongyuanbei,#VALUE!,14:00,1
11,Songjiazhuang,14:45,#VALUE!,1
12,Tiantongyuanbei,#VALUE!,15:00,1
12,Songjiazhuang,15:45,#VALUE!,1
13,Tiantongyuanbei,#VALUE!,16:00,1
13,Songjiazhuang,16:45,#VALUE!,1
14,Tiantongyuanbei,#VALUE!,17:00,1
14,Songjiazhuang,17:45,#VALUE!,1
15,Tiantongyuanbei,#VALUE!,17:40,1
15,Songjiazhuang,18:25,#VALUE!,1
16,Tiantongyuanbei,----,18:20,1
16,Songjiazhuang,19:05,#VALUE!,1
17,Tiantongyuanbei,#VALUE!,19:00,1
17,Songjiazhuang,19:45,#VALUE!,1
18,Tiantongyuanbei,#VALUE!,20:00,1
18,Songjiazhuang,20:45,#VALUE!,1
19,Tiantongyuanbei,#VALUE!,21:00,1
19,Songjiazhuang,21:45,#VALUE!,1
20,Tiantongyuanbei,#VALUE!,22:00,1
20,Songjiazhuang,22:45,#VALUE!,1
21,Tiantongyuanbei,#VALUE!,23:00,1
21,Songjiazhuang,23:45,#VALUE!,1
22,Songjiazhuang,----,5:20,0
22,Tiantongyuanbei,6:05,----,0
23,Songjiazhuang,#VALUE!,6:20,0
23,Tiantongyuanbei,7:05,#VALUE!,0
24,Songjiazhuang,#VALUE!,7:00,0
24,Tiantongyuanbei,7:45,#VALUE!,0
25,Songjiazhuang,#VALUE!,7:40,0
25,Tiantongyuanbei,8:25,#VALUE!,0
26,Songjiazhuang,#VALUE!,8:20,0
26,Tiantongyuanbei,9:05,#VALUE!,0
27,Songjiazhuang,#VALUE!,9:00,0
27,Tiantongyuanbei,9:45,#VALUE!,0
28,Songjiazhuang,#VALUE!,10:00,0
28,Tiantongyuanbei,10:45,#VALUE!,0
29,Songjiazhuang,#VALUE!,11:00,0
29,Tiantongyuanbei,11:45,#VALUE!,0
30,Songjiazhuang,#VALUE!,12:00,0
30,Tiantongyuanbei,12:45,#VALUE!,0
31,Songjiazhuang,#VALUE!,13:00,0
31,Tiantongyuanbei,13:45,#VALUE!,0
32,Songjiazhuang,#VALUE!,14:00,0
32,Tiantongyuanbei,14:45,#VALUE!,0
33,Songjiazhuang,#VALUE!,15:00,0
33,Tiantongyuanbei,15:45,#VALUE!,0
34,Songjiazhuang,#VALUE!,16:00,0
34,Tiantongyuanbei,16:45,#VALUE!,0
35,Songjiazhuang,#VALUE!,17:00,0
35,Tiantongyuanbei,17:45,#VALUE!,0
36,Songjiazhuang,#VALUE!,17:40,0
36,Tiantongyuanbei,18:25,#VALUE!,0
37,Songjiazhuang,----,18:20,0
37,Tiantongyuanbei,19:05,#VALUE!,0
38,Songjiazhuang,#VALUE!,19:00,0
38,Tiantongyuanbei,19:45,#VALUE!,0
39,Songjiazhuang,#VALUE!,20:00,0
39,Tiantongyuanbei,20:45,#VALUE!,0
40,Songjiazhuang,#VALUE!,21:00,0
40,Tiantongyuanbei,21:45,#VALUE!,0
41,Songjiazhuang,#VALUE!,22:00,0
41,Tiantongyuanbei,22:45,#VALUE!,0
42,Songjiazhuang,#VALUE!,23:00,0
42,Tiantongyuanbei,23:45,#VALUE!,0
