Train_name,Station_name,Arrive_time,Departure_time,direction
1,天通苑北,----,5:20,1
1,宋家庄,6:05,----,1
2,天通苑北,#VALUE!,6:00,1
2,宋家庄,6:45,#VALUE!,1
3,天通苑北,#VALUE!,6:40,1
3,宋家庄,7:25,#VALUE!,1
4,天通苑北,#VALUE!,7:20,1
4,宋家庄,8:05,#VALUE!,1
5,天通苑北,#VALUE!,8:00,1
5,宋家庄,8:45,#VALUE!,1
6,宋家庄,----,5:20,0
6,天通苑北,6:05,----,0
7,宋家庄,#VALUE!,6:00,0
7,天通苑北,6:45,#VALUE!,0
8,宋家庄,#VALUE!,6:40,0
8,天通苑北,7:25,#VALUE!,0
9,宋家庄,#VALUE!,7:20,0
9,天通苑北,8:05,#VALUE!,0
10,宋家庄,#VALUE!,8:00,0
10,天通苑北,8:45,#VALUE!,0
