Train_name,Station_name,Arrive_time,Departure_time,direction
1,天通苑北,----,5:20,1
1,宋家庄,6:05,----,1
2,天通苑北,#VALUE!,5:40,1
2,宋家庄,6:25,#VALUE!,1
3,天通苑北,#VALUE!,6:00,1
3,宋家庄,6:45,#VALUE!,1
4,天通苑北,#VALUE!,6:20,1
4,宋家庄,7:05,#VALUE!,1
5,天通苑北,#VALUE!,6:40,1
5,宋家庄,7:25,#VALUE!,1
6,天通苑北,#VALUE!,7:00,1
6,宋家庄,7:45,#VALUE!,1
7,天通苑北,#VALUE!,7:15,1
7,宋家庄,8:00,#VALUE!,1
8,天通苑北,#VALUE!,7:30,1
8,宋家庄,8:15,#VALUE!,1
9,天通苑北,#VALUE!,7:45,1
9,宋家庄,8:30,#VALUE!,1
10,天通苑北,#VALUE!,8:00,1
10,宋家庄,8:45,#VALUE!,1
11,天通苑北,#VALUE!,8:15,1
11,宋家庄,9:00,#VALUE!,1
12,天通苑北,#VALUE!,8:30,1
12,宋家庄,9:15,#VALUE!,1
13,天通苑北,#VALUE!,8:45,1
13,宋家庄,9:30,#VALUE!,1
14,天通苑北,#VALUE!,9:00,1
14,宋家庄,9:45,#VALUE!,1
15,天通苑北,#VALUE!,9:20,1
15,宋家庄,10:05,#VALUE!,1
16,天通苑北,#VALUE!,9:40,1
16,宋家庄,10:25,#VALUE!,1
17,天通苑北,#VALUE!,10:00,1
17,宋家庄,10:45,#VALUE!,1
18,天通苑北,#VALUE!,10:20,1
18,宋家庄,11:05,#VALUE!,1
19,天通苑北,#VALUE!,10:40,1
19,宋家庄,11:25,#VALUE!,1
20,天通苑北,#VALUE!,11:00,1
20,宋家庄,11:45,#VALUE!,1
21,天通苑北,#VALUE!,11:20,1
21,宋家庄,12:05,#VALUE!,1
22,天通苑北,#VALUE!,11:40,1
22,宋家庄,12:25,#VALUE!,1
23,天通苑北,#VALUE!,12:00,1
23,宋家庄,12:45,#VALUE!,1
24,天通苑北,#VALUE!,12:20,1
24,宋家庄,13:05,#VALUE!,1
25,天通苑北,#VALUE!,12:40,1
25,宋家庄,13:25,#VALUE!,1
26,天通苑北,#VALUE!,13:00,1
26,宋家庄,13:45,#VALUE!,1
27,天通苑北,#VALUE!,13:20,1
27,宋家庄,14:05,#VALUE!,1
28,天通苑北,#VALUE!,13:40,1
28,宋家庄,14:25,#VALUE!,1
29,天通苑北,#VALUE!,14:00,1
29,宋家庄,14:45,#VALUE!,1
30,宋家庄,#VALUE!,5:20,0
30,天通苑北,6:05,----,0
31,宋家庄,#VALUE!,5:40,0
31,天通苑北,6:25,#VALUE!,0
32,宋家庄,#VALUE!,6:00,0
32,天通苑北,6:45,#VALUE!,0
33,宋家庄,#VALUE!,6:20,0
33,天通苑北,7:05,#VALUE!,0
34,宋家庄,#VALUE!,6:40,0
34,天通苑北,7:25,#VALUE!,0
35,宋家庄,#VALUE!,7:00,0
35,天通苑北,7:45,#VALUE!,0
36,宋家庄,#VALUE!,7:15,0
36,天通苑北,8:00,#VALUE!,0
37,宋家庄,#VALUE!,7:30,0
37,天通苑北,8:15,#VALUE!,0
38,宋家庄,#VALUE!,7:45,0
38,天通苑北,8:30,#VALUE!,0
39,宋家庄,#VALUE!,8:00,0
39,天通苑北,8:45,#VALUE!,0
40,宋家庄,#VALUE!,8:15,0
40,天通苑北,9:00,#VALUE!,0
41,宋家庄,#VALUE!,8:30,0
41,天通苑北,9:15,#VALUE!,0
42,宋家庄,#VALUE!,8:45,0
42,天通苑北,9:30,#VALUE!,0
43,宋家庄,#VALUE!,9:00,0
43,天通苑北,9:45,#VALUE!,0
44,宋家庄,#VALUE!,9:20,0
44,天通苑北,10:05,#VALUE!,0
45,宋家庄,#VALUE!,9:40,0
45,天通苑北,10:25,#VALUE!,0
46,宋家庄,#VALUE!,10:00,0
46,天通苑北,10:45,#VALUE!,0
47,宋家庄,#VALUE!,10:20,0
47,天通苑北,11:05,#VALUE!,0
48,宋家庄,#VALUE!,10:40,0
48,天通苑北,11:25,#VALUE!,0
49,宋家庄,#VALUE!,11:00,0
49,天通苑北,11:45,#VALUE!,0
50,宋家庄,#VALUE!,11:20,0
50,天通苑北,12:05,#VALUE!,0
51,宋家庄,#VALUE!,11:40,0
51,天通苑北,12:25,#VALUE!,0
52,宋家庄,#VALUE!,12:00,0
52,天通苑北,12:45,#VALUE!,0
53,宋家庄,#VALUE!,12:20,0
53,天通苑北,13:05,#VALUE!,0
54,宋家庄,#VALUE!,12:40,0
54,天通苑北,13:25,#VALUE!,0
55,宋家庄,#VALUE!,13:00,0
55,天通苑北,13:45,#VALUE!,0
56,宋家庄,#VALUE!,13:20,0
56,天通苑北,14:05,#VALUE!,0
57,宋家庄,#VALUE!,13:40,0
57,天通苑北,14:25,#VALUE!,0
58,宋家庄,#VALUE!,14:00,0
58,天通苑北,14:45,#VALUE!,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
