Train_name,Station_name,Arrive_time,Departure_time,direction
1,天通苑北,----,5:20,1
1,宋家庄,6:05,----,1
2,天通苑北,#VALUE!,5:40,1
2,宋家庄,6:25,#VALUE!,1
3,天通苑北,#VALUE!,6:00,1
3,宋家庄,6:45,#VALUE!,1
4,天通苑北,#VALUE!,6:20,1
4,宋家庄,7:05,#VALUE!,1
5,天通苑北,#VALUE!,6:40,1
5,宋家庄,7:25,#VALUE!,1
6,天通苑北,#VALUE!,7:00,1
6,宋家庄,7:45,#VALUE!,1
7,天通苑北,#VALUE!,7:15,1
7,宋家庄,8:00,#VALUE!,1
8,天通苑北,#VALUE!,7:30,1
8,宋家庄,8:15,#VALUE!,1
9,天通苑北,#VALUE!,7:45,1
9,宋家庄,8:30,#VALUE!,1
10,天通苑北,#VALUE!,8:00,1
10,宋家庄,8:45,#VALUE!,1
11,天通苑北,#VALUE!,8:15,1
11,宋家庄,9:00,#VALUE!,1
12,天通苑北,#VALUE!,8:30,1
12,宋家庄,9:15,#VALUE!,1
13,天通苑北,#VALUE!,8:45,1
13,宋家庄,9:30,#VALUE!,1
14,天通苑北,#VALUE!,9:00,1
14,宋家庄,9:45,#VALUE!,1
15,天通苑北,#VALUE!,9:20,1
15,宋家庄,10:05,#VALUE!,1
16,天通苑北,#VALUE!,9:40,1
16,宋家庄,10:25,#VALUE!,1
17,天通苑北,#VALUE!,10:00,1
17,宋家庄,10:45,#VALUE!,1
18,天通苑北,#VALUE!,10:20,1
18,宋家庄,11:05,#VALUE!,1
19,天通苑北,#VALUE!,10:40,1
19,宋家庄,11:25,#VALUE!,1
20,天通苑北,#VALUE!,11:00,1
20,宋家庄,11:45,#VALUE!,1
21,宋家庄,#VALUE!,5:20,0
21,天通苑北,6:05,----,0
22,宋家庄,#VALUE!,5:40,0
22,天通苑北,6:25,#VALUE!,0
23,宋家庄,#VALUE!,6:00,0
23,天通苑北,6:45,#VALUE!,0
24,宋家庄,#VALUE!,6:20,0
24,天通苑北,7:05,#VALUE!,0
25,宋家庄,#VALUE!,6:40,0
25,天通苑北,7:25,#VALUE!,0
26,宋家庄,#VALUE!,7:00,0
26,天通苑北,7:45,#VALUE!,0
27,宋家庄,#VALUE!,7:15,0
27,天通苑北,8:00,#VALUE!,0
28,宋家庄,#VALUE!,7:30,0
28,天通苑北,8:15,#VALUE!,0
29,宋家庄,#VALUE!,7:45,0
29,天通苑北,8:30,#VALUE!,0
30,宋家庄,#VALUE!,8:00,0
30,天通苑北,8:45,#VALUE!,0
31,宋家庄,#VALUE!,8:15,0
31,天通苑北,9:00,#VALUE!,0
32,宋家庄,#VALUE!,8:30,0
32,天通苑北,9:15,#VALUE!,0
33,宋家庄,#VALUE!,8:45,0
33,天通苑北,9:30,#VALUE!,0
34,宋家庄,#VALUE!,9:00,0
34,天通苑北,9:45,#VALUE!,0
35,宋家庄,#VALUE!,9:20,0
35,天通苑北,10:05,#VALUE!,0
36,宋家庄,#VALUE!,9:40,0
36,天通苑北,10:25,#VALUE!,0
37,宋家庄,#VALUE!,10:00,0
37,天通苑北,10:45,#VALUE!,0
38,宋家庄,#VALUE!,10:20,0
38,天通苑北,11:05,#VALUE!,0
39,宋家庄,#VALUE!,10:40,0
39,天通苑北,11:25,#VALUE!,0
40,宋家庄,#VALUE!,11:00,0
40,天通苑北,11:45,#VALUE!,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
