Train_name,Station_name,Arrive_time,Departure_time,direction
1,天通苑北,----,5:20,1
1,宋家庄,6:05,----,1
2,天通苑北,#VALUE!,5:25,1
2,宋家庄,6:10,#VALUE!,1
3,天通苑北,#VALUE!,5:30,1
3,宋家庄,6:15,#VALUE!,1
4,天通苑北,#VALUE!,5:35,1
4,宋家庄,6:20,#VALUE!,1
5,天通苑北,#VALUE!,5:40,1
5,宋家庄,6:25,#VALUE!,1
6,天通苑北,#VALUE!,5:45,1
6,宋家庄,6:30,#VALUE!,1
7,天通苑北,#VALUE!,5:50,1
7,宋家庄,6:35,#VALUE!,1
8,天通苑北,#VALUE!,5:55,1
8,宋家庄,6:40,#VALUE!,1
9,天通苑北,#VALUE!,6:00,1
9,宋家庄,6:45,#VALUE!,1
10,天通苑北,#VALUE!,6:05,1
10,宋家庄,6:50,#VALUE!,1
11,天通苑北,#VALUE!,6:10,1
11,宋家庄,6:55,#VALUE!,1
12,天通苑北,#VALUE!,6:15,1
12,宋家庄,7:00,#VALUE!,1
13,天通苑北,#VALUE!,6:20,1
13,宋家庄,7:05,#VALUE!,1
14,天通苑北,#VALUE!,6:25,1
14,宋家庄,7:10,#VALUE!,1
15,天通苑北,#VALUE!,6:30,1
15,宋家庄,7:15,#VALUE!,1
16,天通苑北,#VALUE!,6:35,1
16,宋家庄,7:20,#VALUE!,1
17,天通苑北,#VALUE!,6:40,1
17,宋家庄,7:25,#VALUE!,1
18,天通苑北,#VALUE!,6:45,1
18,宋家庄,7:30,#VALUE!,1
19,天通苑北,#VALUE!,6:50,1
19,宋家庄,7:35,#VALUE!,1
20,天通苑北,#VALUE!,6:55,1
20,宋家庄,7:40,#VALUE!,1
21,天通苑北,#VALUE!,7:00,1
21,宋家庄,7:45,#VALUE!,1
22,天通苑北,#VALUE!,7:03,1
22,宋家庄,7:48,#VALUE!,1
23,天通苑北,#VALUE!,7:06,1
23,宋家庄,7:51,#VALUE!,1
24,天通苑北,#VALUE!,7:09,1
24,宋家庄,7:54,#VALUE!,1
25,天通苑北,#VALUE!,7:12,1
25,宋家庄,7:57,#VALUE!,1
26,天通苑北,#VALUE!,7:15,1
26,宋家庄,8:00,#VALUE!,1
27,天通苑北,#VALUE!,7:18,1
27,宋家庄,8:03,#VALUE!,1
28,天通苑北,#VALUE!,7:21,1
28,宋家庄,8:06,#VALUE!,1
29,天通苑北,#VALUE!,7:24,1
29,宋家庄,8:09,#VALUE!,1
30,天通苑北,#VALUE!,7:27,1
30,宋家庄,8:12,#VALUE!,1
31,天通苑北,#VALUE!,7:30,1
31,宋家庄,8:15,#VALUE!,1
32,天通苑北,#VALUE!,7:33,1
32,宋家庄,8:18,#VALUE!,1
33,天通苑北,#VALUE!,7:36,1
33,宋家庄,8:21,#VALUE!,1
34,天通苑北,#VALUE!,7:39,1
34,宋家庄,8:24,#VALUE!,1
35,天通苑北,#VALUE!,7:42,1
35,宋家庄,8:27,#VALUE!,1
36,天通苑北,#VALUE!,7:45,1
36,宋家庄,8:30,#VALUE!,1
37,天通苑北,#VALUE!,7:48,1
37,宋家庄,8:33,#VALUE!,1
38,天通苑北,#VALUE!,7:51,1
38,宋家庄,8:36,#VALUE!,1
39,天通苑北,#VALUE!,7:54,1
39,宋家庄,8:39,#VALUE!,1
40,天通苑北,#VALUE!,7:57,1
40,宋家庄,8:42,#VALUE!,1
41,天通苑北,#VALUE!,8:00,1
41,宋家庄,8:45,#VALUE!,1
42,天通苑北,#VALUE!,8:03,1
42,宋家庄,8:48,#VALUE!,1
43,天通苑北,#VALUE!,8:06,1
43,宋家庄,8:51,#VALUE!,1
44,天通苑北,#VALUE!,8:09,1
44,宋家庄,8:54,#VALUE!,1
45,天通苑北,#VALUE!,8:12,1
45,宋家庄,8:57,#VALUE!,1
46,天通苑北,#VALUE!,8:15,1
46,宋家庄,9:00,#VALUE!,1
47,天通苑北,#VALUE!,8:18,1
47,宋家庄,9:03,#VALUE!,1
48,天通苑北,#VALUE!,8:21,1
48,宋家庄,9:06,#VALUE!,1
49,天通苑北,#VALUE!,8:24,1
49,宋家庄,9:09,#VALUE!,1
50,天通苑北,#VALUE!,8:27,1
50,宋家庄,9:12,#VALUE!,1
51,天通苑北,#VALUE!,8:30,1
51,宋家庄,9:15,#VALUE!,1
52,天通苑北,#VALUE!,8:33,1
52,宋家庄,9:18,#VALUE!,1
53,天通苑北,#VALUE!,8:36,1
53,宋家庄,9:21,#VALUE!,1
54,天通苑北,#VALUE!,8:39,1
54,宋家庄,9:24,#VALUE!,1
55,天通苑北,#VALUE!,8:42,1
55,宋家庄,9:27,#VALUE!,1
56,天通苑北,#VALUE!,8:45,1
56,宋家庄,9:30,#VALUE!,1
57,天通苑北,#VALUE!,8:48,1
57,宋家庄,9:33,#VALUE!,1
58,天通苑北,#VALUE!,8:51,1
58,宋家庄,9:36,#VALUE!,1
59,天通苑北,#VALUE!,8:54,1
59,宋家庄,9:39,#VALUE!,1
60,天通苑北,#VALUE!,8:57,1
60,宋家庄,9:42,#VALUE!,1
61,天通苑北,#VALUE!,9:00,1
61,宋家庄,9:45,#VALUE!,1
62,天通苑北,#VALUE!,9:05,1
62,宋家庄,9:50,#VALUE!,1
63,天通苑北,#VALUE!,9:10,1
63,宋家庄,9:55,#VALUE!,1
64,天通苑北,#VALUE!,9:15,1
64,宋家庄,10:00,#VALUE!,1
65,天通苑北,#VALUE!,9:20,1
65,宋家庄,10:05,#VALUE!,1
66,天通苑北,#VALUE!,9:25,1
66,宋家庄,10:10,#VALUE!,1
67,天通苑北,#VALUE!,9:30,1
67,宋家庄,10:15,#VALUE!,1
68,天通苑北,#VALUE!,9:35,1
68,宋家庄,10:20,#VALUE!,1
69,天通苑北,#VALUE!,9:40,1
69,宋家庄,10:25,#VALUE!,1
70,天通苑北,#VALUE!,9:45,1
70,宋家庄,10:30,#VALUE!,1
71,天通苑北,#VALUE!,9:50,1
71,宋家庄,10:35,#VALUE!,1
72,天通苑北,#VALUE!,9:55,1
72,宋家庄,10:40,#VALUE!,1
73,天通苑北,#VALUE!,10:00,1
73,宋家庄,10:45,#VALUE!,1
74,天通苑北,#VALUE!,10:05,1
74,宋家庄,10:50,#VALUE!,1
75,天通苑北,#VALUE!,10:10,1
